,name,perspective,count
14360,蓝鲸大厦,40,112
14361,衡水锦尚宾馆有限公司,40,105
14362,天元名品,40,102
14363,新天地酒店,40,101
14364,海友连锁酒店,40,98
14365,格林豪泰酒店学院路店,40,97
14366,金盛万豪,40,97
14367,张家口泰合酒店管理有限责任公司,40,93
14368,红旗楼驿家365宾馆,40,91
14369,怀来矿建物业服务有限公司,40,84
14370,安审张家口市桥东区鱼儿山健足会馆,40,78
14371,正通快捷宾馆,40,75
14372,博奥酒店,40,71
14373,怀来悦庭酒店管理有限公司,40,67
14374,健二足足疗馆,40,66
14375,百斯特商务公寓酒店,40,65
14376,怀来皓轩酒店有限公司,40,64
14377,安审张家口百尚酒店有限公司,40,58
14378,唐山足球酒店,40,56
14379,安审张家口市好时尚快捷宾馆,40,55
14380,保定仁润脑血管病医院,40,55
14381,安审怀安县缘梦圆宾馆有限公司,40,52
14382,佳亿商务酒店,40,52
14383,故城驿家365,40,51
14384,安审中元路泰建设工程有限公司,40,50
14385,奥凯假日酒店,40,50
14386,安审经济开发区沙滩红楼饭店,40,48
14387,怀来县聚缘快捷酒店,40,47
14388,安审明湖冰雪主题酒店,40,46
14389,安审张家口市冠榕商务酒店有限责任公司,40,44
14390,汉庭承德避暑山庄酒店,40,44
14391,全季张家口火车站酒店,40,40
14392,安审经济开发区海纳商务宾馆,40,39
14393,顺和宾馆,40,37
14394,安审张家口奈斯酒店管理有限公司,40,34
14395,同泰宾馆,40,34
14396,绅度国际养生会所,40,32
14397,安审宣化区龙驿宾馆,40,31
14398,张家口铁路园丰园商贸公司,40,31
14399,安审怀安县柴沟堡镇文明宾馆,40,29
14400,武安市青少年宫,40,29
14401,金科花卉宾馆,40,26
14402,胜光酒店,40,26
14403,博然商务宾馆,40,25
14404,康保县康远假日快捷酒店,40,24
14405,唐山宴文旅酒店,40,24
14406,强健足浴阁,40,23
14407,橙子快捷宾馆,40,22
14408,嘉宁商务主题宾馆,40,22
14409,尚客思宾馆,40,19
14410,馨悦快捷宾馆,40,19
14411,安康医院,40,17
14412,安审经济开发区荷塘月色宾馆,40,17
14413,河北大夏天,40,16
14414,安审张家口市桥东区中徽旅馆,40,14
14415,五洲皇冠酒店,40,14
14416,京汉雅阁酒店,40,13
14417,竹雅快捷酒店,40,13
14418,保定华仁皮肤病医院,40,11
14419,海小姐3,40,8
14420,开滦宾馆,40,8
14421,安审张家口好望角酒店管理有限公司经开区二部,40,7
14422,华誉酒店,40,7
14423,河北电信省公司,40,4
14424,美的1738宿舍,40,4
14425,青园南展厅,40,4
14426,唐山南湖足球酒店有限公司,40,4
14427,百悦酒店管理固安有限公司,40,3
14428,电信公司5楼515,40,3
14429,丰南小赵开锁,40,3
14430,荣园文化主题商务酒店,40,3
14431,丰润宾馆,40,2
14432,剑南快捷宾馆,40,2
14433,京顺宾馆,40,2
14434,廊坊电信安次区分公司,40,2
14435,玛沁县盛大手机卖场专卖店,40,2
14436,欧韵宾馆,40,2
14437,人生富足,40,2
14438,唐县电商服务中心,40,2
14439,钻石南路尚客思宾馆,40,2
14440,1520,40,1
14441,2208,40,1
14442,5368,40,1
14443,6688,40,1
14444,8409,40,1
14445,15225,40,1
14446,22333,40,1
14447,23423,40,1
14448,63435,40,1
14449,125869,40,1
14450,4588722,40,1
14451,8858885,40,1
14452,64646999,40,1
14453,66666666,40,1
14454,147258369,40,1
14455,468834676,40,1
14456,1246996367,40,1
14457,1472583690,40,1
14458,15765003936,40,1
14459,81376517617,40,1
14460,---,40,1
14461,........,40,1
14462,@@@!!!,40,1
14463,@17733061562,40,1
14464,11-1110，,40,1
14465,11号宿舍305,40,1
14466,12-2-501,40,1
14467,1234basonwio,40,1
14468,123给您看,40,1
14469,12旅途,40,1
14470,1718专用WIFI,40,1
14471,21楼,40,1
14472,2层210室,40,1
14473,304hg,40,1
14474,4648544FAEC20,40,1
14475,8-644,40,1
14476,abcdef.,40,1
14477,abcjbx,40,1
14478,bfh,40,1
14479,ceshi,40,1
14480,chinaNet-2dXr,40,1
14481,ChinaNet-305,40,1
14482,ChinaNet-519,40,1
14483,enemy,40,1
14484,fjfhvhy,40,1
14485,Fu1234,40,1
14486,GPON宽带融合终端,40,1
14487,hbsx,40,1
14488,hdjeb,40,1
14489,hype移民,40,1
14490,ip156214254503,40,1
14491,jdjjdjdk,40,1
14492,OYO石家庄北站,40,1
14493,Xlb,40,1
14494,Yg302,40,1
14495,z9中公,40,1
14496,zzzz,40,1
14497,阿尔卡迪亚滨海度假酒店,40,1
14498,阿狸智能酒店,40,1
14499,阿狸智能快捷酒店,40,1
14500,阿里巴巴拉卡拉,40,1
14501,阿森小店,40,1
14502,啊啊刚回家看见,40,1
14503,艾力卡木,40,1
14504,爱WI-FI,40,1
14505,爱猫,40,1
14506,爱翼家乐凯北大街专营店,40,1
14507,安次区医院,40,1
14508,安审邯郸市阿狸智能酒店,40,1
14509,安审天诚五金机电,40,1
14510,白沟测试,40,1
14511,白石山舍,40,1
14512,百斯特商务酒店,40,1
14513,保定引力健身,40,1
14514,北港电信,40,1
14515,病毒,40,1
14516,沧州颐和大饭店,40,1
14517,沧州中西医结合医院,40,1
14518,测试专用,40,1
14519,昌黎宾馆,40,1
14520,晨宇商务酒店,40,1
14521,城市之家清苑店,40,1
14522,橙果主题酒店,40,1
14523,翠微宾馆,40,1
14524,大疙瘩,40,1
14525,大华股份,40,1
14526,大沙坪天翼互联网手机卖场,40,1
14527,大学城电信营业厅,40,1
14528,电力培训中心,40,1
14529,电信食堂,40,1
14530,叮咚买菜,40,1
14531,鼎润,40,1
14532,东海,40,1
14533,东殷村宾馆,40,1
14534,董鑫百货商店,40,1
14535,嘟嘟嘟,40,1
14536,俄蒙商行,40,1
14537,非繁左岸,40,1
14538,非概念设计,40,1
14539,凤凰路电信营业厅,40,1
14540,福鑫旅店,40,1
14541,钢城便利驿站,40,1
14542,港口电信电视,40,1
14543,格林豪张家口高铁站店,40,1
14544,固安如家酒店,40,1
14545,馆陶县水利局,40,1
14546,国源朗怡,40,1
14547,汉庭连锁酒店,40,1
14548,好的社会秩序,40,1
14549,好运来婚礼主题酒店,40,1
14550,河北帮民物流,40,1
14551,河北宾馆元悦,40,1
14552,河北廊坊国际饭店,40,1
14553,河北闪付,40,1
14554,河北省石家庄二院,40,1
14555,河北天环831,40,1
14556,河北鑫海化工集团,40,1
14557,河北银行,40,1
14558,衡水市桃城区百合宾馆,40,1
14559,华润电厂,40,1
14560,华为悦盒,40,1
14561,焕燃减脂,40,1
14562,黄骅海事局,40,1
14563,黄骅完小,40,1
14564,惠泽园,40,1
14565,基地,40,1
14566,激动4,40,1
14567,吉米,40,1
14568,吉瑞酒店,40,1
14569,加油,40,1
14570,家家宾馆,40,1
14571,尖盾信安,40,1
14572,建军超市,40,1
14573,健二足足疗店,40,1
14574,金记凉皮,40,1
14575,金隅天坛,40,1
14576,锦程宾馆,40,1
14577,锦江,40,1
14578,京娘湖酒店,40,1
14579,经济开发区云港玖佳宾馆,40,1
14580,九江线材wooden,40,1
14581,就会很快不抗拒,40,1
14582,就是弄,40,1
14583,锯木头,40,1
14584,君仁儿童医院,40,1
14585,骏怡连锁酒店,40,1
14586,康业,40,1
14587,涞源白石山,40,1
14588,兰桂坊宾馆,40,1
14589,蓝之领大酒店,40,1
14590,郎华,40,1
14591,老刘干果店,40,1
14592,乐钢商务酒店,40,1
14593,乐家连锁酒店,40,1
14594,乐亭县,40,1
14595,磊阳,40,1
14596,李彬彬,40,1
14597,梁霄赟测试911,40,1
14598,临西县盛世商务酒店有限公司,40,1
14599,榴莲酒店,40,1
14600,隆达园林公寓,40,1
14601,鹿泉,40,1
14602,路南晓光通讯器材商店,40,1
14603,美的工业园宿舍,40,1
14604,蒙商丽骏国际酒店,40,1
14605,勐仑支局营业厅,40,1
14606,米123456789,40,1
14607,妙相莲养生美容会馆,40,1
14608,明,40,1
14609,明累了,40,1
14610,木立武都路东口专营店,40,1
14611,南国酒店,40,1
14612,南海渔家,40,1
14613,你成哥,40,1
14614,农业路自营厅,40,1
14615,泊寓225,40,1
14616,七天酒店火车站建工学院店,40,1
14617,启腾环保设备,40,1
14618,千村宾馆,40,1
14619,迁安,40,1
14620,前进机械厂,40,1
14621,秦皇岛市第二人民医院,40,1
14622,青岛市南区延安三路旗舰营业厅,40,1
14623,青海宋家酿皮,40,1
14624,青年酒店,40,1
14625,清河湾,40,1
14626,清水湾807,40,1
14627,人才家园二期204,40,1
14628,如归宾馆,40,1
14629,如家快捷酒店,40,1
14630,睿伯云酒店,40,1
14631,三石,40,1
14632,三只熊,40,1
14633,商户c5,40,1
14634,尚佳宾馆,40,1
14635,神华码头,40,1
14636,圣仑大厦,40,1
14637,胜利南街416号塔谈国际商贸城4号写字楼2023,40,1
14638,石家庄工程职业学院新三男生宿舍521,40,1
14639,时代海岸公寓酒店,40,1
14640,实验中学8,40,1
14641,拾年怀旧主题酒店,40,1
14642,世纪城,40,1
14643,世纪城四号公寓2505,40,1
14644,世纪华通,40,1
14645,四川副食调料大全,40,1
14646,四院,40,1
14647,苏鲁滩,40,1
14648,宿舍2232,40,1
14649,隋玉英保健按摩,40,1
14650,台球厅555号,40,1
14651,唐山电力培训中心2号楼,40,1
14652,唐山世园投资管理有限公司,40,1
14653,唐山市力强酒店服务有限公司,40,1
14654,天翼飞,40,1
14655,天翼商城武都路店,40,1
14656,王国庆,40,1
14657,王鹤馨测试,40,1
14658,王者归来,40,1
14659,王志霞,40,1
14660,伟业老婆的路上了哦,40,1
14661,未来像素,40,1
14662,蔚县,40,1
14663,沃尔沃员工,40,1
14664,无主宿舍,40,1
14665,吴桥中西医结合医院医院,40,1
14666,五中营业厅,40,1
14667,武邑县供水公司,40,1
14668,西固天翼互联网手机卖场,40,1
14669,西站天翼互联网手机卖场,40,1
14670,嘻嘻嘻嘻嘻嘻,40,1
14671,香芋,40,1
14672,项目支撑统一处理,40,1
14673,小宇最帅,40,1
14674,鑫海,40,1
14675,邢台电信桥东分公司,40,1
14676,邢台电信桥西分公司,40,1
14677,邢台学院,40,1
14678,学府考研,40,1
14679,学府名苑,40,1
14680,艳丽调料,40,1
14681,杨亚军,40,1
14682,一号楼203,40,1
14683,医大二院,40,1
14684,依恩荣咖啡,40,1
14685,易佰酒店二部,40,1
14686,易居连锁酒店,40,1
14687,驿家365213,40,1
14688,驿家365合作路店,40,1
14689,映美科技总裁办,40,1
14690,优客家,40,1
14691,盂县人民医院,40,1
14692,榆中天翼互联网手机卖场,40,1
14693,玉庭快捷大酒店,40,1
14694,员工食堂,40,1
14695,原来宾馆,40,1
14696,悦都汇购物公园,40,1
14697,悦家酒店,40,1
14698,运动宝贝,40,1
14699,砸哈哈啊哈哈哈家,40,1
14700,张家口国脉通信,40,1
14701,智尚优品酒店,40,1
14702,中国电信111,40,1
14703,中国人民,40,1
14704,中国人民解放军32140部队,40,1
14705,中国移动迁西宽带,40,1
14706,中铁宿舍楼1223211,40,1
14707,中铁宿舍楼313,40,1
14708,中央广场天翼互联网手机卖场,40,1
14709,中医院001,40,1
14710,周凤龙,40,1
14711,足春堂足浴,40,1
14712,合计,40,4799
14713,密苑（张家口）旅游胜地有限公司密苑太子酒店分公司,215,426
14714,廊坊国际饭店有限公司,215,368
14715,张家口国际大酒店,215,232
14716,林海商务酒店,215,215
14717,安审廊坊国际饭店有限公司,215,192
14718,安审张家口四海暇旅商务酒店有限公司,215,163
14719,蓝鲸大厦,215,112
14720,衡水锦尚宾馆有限公司,215,105
14721,天元名品,215,102
14722,新天地酒店,215,101
14723,海友连锁酒店,215,98
14724,格林豪泰酒店学院路店,215,97
14725,金盛万豪,215,97
14726,张家口泰合酒店管理有限责任公司,215,93
14727,红旗楼驿家365宾馆,215,91
14728,怀来矿建物业服务有限公司,215,84
14729,安审张家口市桥东区鱼儿山健足会馆,215,78
14730,正通快捷宾馆,215,75
14731,博奥酒店,215,71
14732,怀来悦庭酒店管理有限公司,215,67
14733,健二足足疗馆,215,66
14734,百斯特商务公寓酒店,215,65
14735,怀来皓轩酒店有限公司,215,64
14736,安审张家口百尚酒店有限公司,215,58
14737,唐山足球酒店,215,56
14738,安审张家口市好时尚快捷宾馆,215,55
14739,保定仁润脑血管病医院,215,55
14740,安审怀安县缘梦圆宾馆有限公司,215,52
14741,佳亿商务酒店,215,52
14742,故城驿家365,215,51
14743,安审中元路泰建设工程有限公司,215,50
14744,奥凯假日酒店,215,50
14745,安审经济开发区沙滩红楼饭店,215,48
14746,怀来县聚缘快捷酒店,215,47
14747,安审明湖冰雪主题酒店,215,46
14748,安审张家口市冠榕商务酒店有限责任公司,215,44
14749,汉庭承德避暑山庄酒店,215,44
14750,全季张家口火车站酒店,215,40
14751,安审经济开发区海纳商务宾馆,215,39
14752,顺和宾馆,215,37
14753,安审张家口奈斯酒店管理有限公司,215,34
14754,同泰宾馆,215,34
14755,绅度国际养生会所,215,32
14756,安审宣化区龙驿宾馆,215,31
14757,张家口铁路园丰园商贸公司,215,31
14758,安审怀安县柴沟堡镇文明宾馆,215,29
14759,武安市青少年宫,215,29
14760,金科花卉宾馆,215,26
14761,胜光酒店,215,26
14762,博然商务宾馆,215,25
14763,康保县康远假日快捷酒店,215,24
14764,唐山宴文旅酒店,215,24
14765,强健足浴阁,215,23
14766,橙子快捷宾馆,215,22
14767,嘉宁商务主题宾馆,215,22
14768,尚客思宾馆,215,19
14769,馨悦快捷宾馆,215,19
14770,安康医院,215,17
14771,安审经济开发区荷塘月色宾馆,215,17
14772,河北大夏天,215,16
14773,安审张家口市桥东区中徽旅馆,215,14
14774,五洲皇冠酒店,215,14
14775,京汉雅阁酒店,215,13
14776,竹雅快捷酒店,215,13
14777,保定华仁皮肤病医院,215,11
14778,海小姐3,215,8
14779,开滦宾馆,215,8
14780,安审张家口好望角酒店管理有限公司经开区二部,215,7
14781,华誉酒店,215,7
14782,河北电信省公司,215,4
14783,美的1738宿舍,215,4
14784,青园南展厅,215,4
14785,唐山南湖足球酒店有限公司,215,4
14786,百悦酒店管理固安有限公司,215,3
14787,电信公司5楼515,215,3
14788,丰南小赵开锁,215,3
14789,荣园文化主题商务酒店,215,3
14790,丰润宾馆,215,2
14791,剑南快捷宾馆,215,2
14792,京顺宾馆,215,2
14793,廊坊电信安次区分公司,215,2
14794,玛沁县盛大手机卖场专卖店,215,2
14795,欧韵宾馆,215,2
14796,人生富足,215,2
14797,唐县电商服务中心,215,2
14798,钻石南路尚客思宾馆,215,2
14799,1520,215,1
14800,2208,215,1
14801,5368,215,1
14802,6688,215,1
14803,8409,215,1
14804,15225,215,1
14805,22333,215,1
14806,23423,215,1
14807,63435,215,1
14808,125869,215,1
14809,4588722,215,1
14810,8858885,215,1
14811,64646999,215,1
14812,66666666,215,1
14813,147258369,215,1
14814,468834676,215,1
14815,1246996367,215,1
14816,1472583690,215,1
14817,15765003936,215,1
14818,81376517617,215,1
14819,---,215,1
14820,........,215,1
14821,@@@!!!,215,1
14822,@17733061562,215,1
14823,11-1110，,215,1
14824,11号宿舍305,215,1
14825,12-2-501,215,1
14826,1234basonwio,215,1
14827,123给您看,215,1
14828,12旅途,215,1
14829,1718专用WIFI,215,1
14830,21楼,215,1
14831,2层210室,215,1
14832,304hg,215,1
14833,4648544FAEC20,215,1
14834,8-644,215,1
14835,abcdef.,215,1
14836,abcjbx,215,1
14837,bfh,215,1
14838,ceshi,215,1
14839,chinaNet-2dXr,215,1
14840,ChinaNet-305,215,1
14841,ChinaNet-519,215,1
14842,enemy,215,1
14843,fjfhvhy,215,1
14844,Fu1234,215,1
14845,GPON宽带融合终端,215,1
14846,hbsx,215,1
14847,hdjeb,215,1
14848,hype移民,215,1
14849,ip156214254503,215,1
14850,jdjjdjdk,215,1
14851,OYO石家庄北站,215,1
14852,Xlb,215,1
14853,Yg302,215,1
14854,z9中公,215,1
14855,zzzz,215,1
14856,阿尔卡迪亚滨海度假酒店,215,1
14857,阿狸智能酒店,215,1
14858,阿狸智能快捷酒店,215,1
14859,阿里巴巴拉卡拉,215,1
14860,阿森小店,215,1
14861,啊啊刚回家看见,215,1
14862,艾力卡木,215,1
14863,爱WI-FI,215,1
14864,爱猫,215,1
14865,爱翼家乐凯北大街专营店,215,1
14866,安次区医院,215,1
14867,安审邯郸市阿狸智能酒店,215,1
14868,安审天诚五金机电,215,1
14869,白沟测试,215,1
14870,白石山舍,215,1
14871,百斯特商务酒店,215,1
14872,保定引力健身,215,1
14873,北港电信,215,1
14874,病毒,215,1
14875,沧州颐和大饭店,215,1
14876,沧州中西医结合医院,215,1
14877,测试专用,215,1
14878,昌黎宾馆,215,1
14879,晨宇商务酒店,215,1
14880,城市之家清苑店,215,1
14881,橙果主题酒店,215,1
14882,翠微宾馆,215,1
14883,大疙瘩,215,1
14884,大华股份,215,1
14885,大沙坪天翼互联网手机卖场,215,1
14886,大学城电信营业厅,215,1
14887,电力培训中心,215,1
14888,电信食堂,215,1
14889,叮咚买菜,215,1
14890,鼎润,215,1
14891,东海,215,1
14892,东殷村宾馆,215,1
14893,董鑫百货商店,215,1
14894,嘟嘟嘟,215,1
14895,俄蒙商行,215,1
14896,非繁左岸,215,1
14897,非概念设计,215,1
14898,凤凰路电信营业厅,215,1
14899,福鑫旅店,215,1
14900,钢城便利驿站,215,1
14901,港口电信电视,215,1
14902,格林豪张家口高铁站店,215,1
14903,固安如家酒店,215,1
14904,馆陶县水利局,215,1
14905,国源朗怡,215,1
14906,汉庭连锁酒店,215,1
14907,好的社会秩序,215,1
14908,好运来婚礼主题酒店,215,1
14909,河北帮民物流,215,1
14910,河北宾馆元悦,215,1
14911,河北廊坊国际饭店,215,1
14912,河北闪付,215,1
14913,河北省石家庄二院,215,1
14914,河北天环831,215,1
14915,河北鑫海化工集团,215,1
14916,河北银行,215,1
14917,衡水市桃城区百合宾馆,215,1
14918,华润电厂,215,1
14919,华为悦盒,215,1
14920,焕燃减脂,215,1
14921,黄骅海事局,215,1
14922,黄骅完小,215,1
14923,惠泽园,215,1
14924,基地,215,1
14925,激动4,215,1
14926,吉米,215,1
14927,吉瑞酒店,215,1
14928,加油,215,1
14929,家家宾馆,215,1
14930,尖盾信安,215,1
14931,建军超市,215,1
14932,健二足足疗店,215,1
14933,金记凉皮,215,1
14934,金隅天坛,215,1
14935,锦程宾馆,215,1
14936,锦江,215,1
14937,京娘湖酒店,215,1
14938,经济开发区云港玖佳宾馆,215,1
14939,九江线材wooden,215,1
14940,就会很快不抗拒,215,1
14941,就是弄,215,1
14942,锯木头,215,1
14943,君仁儿童医院,215,1
14944,骏怡连锁酒店,215,1
14945,康业,215,1
14946,涞源白石山,215,1
14947,兰桂坊宾馆,215,1
14948,蓝之领大酒店,215,1
14949,郎华,215,1
14950,老刘干果店,215,1
14951,乐钢商务酒店,215,1
14952,乐家连锁酒店,215,1
14953,乐亭县,215,1
14954,磊阳,215,1
14955,李彬彬,215,1
14956,梁霄赟测试911,215,1
14957,临西县盛世商务酒店有限公司,215,1
14958,榴莲酒店,215,1
14959,隆达园林公寓,215,1
14960,鹿泉,215,1
14961,路南晓光通讯器材商店,215,1
14962,美的工业园宿舍,215,1
14963,蒙商丽骏国际酒店,215,1
14964,勐仑支局营业厅,215,1
14965,米123456789,215,1
14966,妙相莲养生美容会馆,215,1
14967,明,215,1
14968,明累了,215,1
14969,木立武都路东口专营店,215,1
14970,南国酒店,215,1
14971,南海渔家,215,1
14972,你成哥,215,1
14973,农业路自营厅,215,1
14974,泊寓225,215,1
14975,七天酒店火车站建工学院店,215,1
14976,启腾环保设备,215,1
14977,千村宾馆,215,1
14978,迁安,215,1
14979,前进机械厂,215,1
14980,秦皇岛市第二人民医院,215,1
14981,青岛市南区延安三路旗舰营业厅,215,1
14982,青海宋家酿皮,215,1
14983,青年酒店,215,1
14984,清河湾,215,1
14985,清水湾807,215,1
14986,人才家园二期204,215,1
14987,如归宾馆,215,1
14988,如家快捷酒店,215,1
14989,睿伯云酒店,215,1
14990,三石,215,1
14991,三只熊,215,1
14992,商户c5,215,1
14993,尚佳宾馆,215,1
14994,神华码头,215,1
14995,圣仑大厦,215,1
14996,胜利南街416号塔谈国际商贸城4号写字楼2023,215,1
14997,石家庄工程职业学院新三男生宿舍521,215,1
14998,时代海岸公寓酒店,215,1
14999,实验中学8,215,1
15000,拾年怀旧主题酒店,215,1
15001,世纪城,215,1
15002,世纪城四号公寓2505,215,1
15003,世纪华通,215,1
15004,四川副食调料大全,215,1
15005,四院,215,1
15006,苏鲁滩,215,1
15007,宿舍2232,215,1
15008,隋玉英保健按摩,215,1
15009,台球厅555号,215,1
15010,唐山电力培训中心2号楼,215,1
15011,唐山世园投资管理有限公司,215,1
15012,唐山市力强酒店服务有限公司,215,1
15013,天翼飞,215,1
15014,天翼商城武都路店,215,1
15015,王国庆,215,1
15016,王鹤馨测试,215,1
15017,王者归来,215,1
15018,王志霞,215,1
15019,伟业老婆的路上了哦,215,1
15020,未来像素,215,1
15021,蔚县,215,1
15022,沃尔沃员工,215,1
15023,无主宿舍,215,1
15024,吴桥中西医结合医院医院,215,1
15025,五中营业厅,215,1
15026,武邑县供水公司,215,1
15027,西固天翼互联网手机卖场,215,1
15028,西站天翼互联网手机卖场,215,1
15029,嘻嘻嘻嘻嘻嘻,215,1
15030,香芋,215,1
15031,项目支撑统一处理,215,1
15032,小宇最帅,215,1
15033,鑫海,215,1
15034,邢台电信桥东分公司,215,1
15035,邢台电信桥西分公司,215,1
15036,邢台学院,215,1
15037,学府考研,215,1
15038,学府名苑,215,1
15039,艳丽调料,215,1
15040,杨亚军,215,1
15041,一号楼203,215,1
15042,医大二院,215,1
15043,依恩荣咖啡,215,1
15044,易佰酒店二部,215,1
15045,易居连锁酒店,215,1
15046,驿家365213,215,1
15047,驿家365合作路店,215,1
15048,映美科技总裁办,215,1
15049,优客家,215,1
15050,盂县人民医院,215,1
15051,榆中天翼互联网手机卖场,215,1
15052,玉庭快捷大酒店,215,1
15053,员工食堂,215,1
15054,原来宾馆,215,1
15055,悦都汇购物公园,215,1
15056,悦家酒店,215,1
15057,运动宝贝,215,1
15058,砸哈哈啊哈哈哈家,215,1
15059,张家口国脉通信,215,1
15060,智尚优品酒店,215,1
15061,中国电信111,215,1
15062,中国人民,215,1
15063,中国人民解放军32140部队,215,1
15064,中国移动迁西宽带,215,1
15065,中铁宿舍楼1223211,215,1
15066,中铁宿舍楼313,215,1
15067,中央广场天翼互联网手机卖场,215,1
15068,中医院001,215,1
15069,周凤龙,215,1
15070,足春堂足浴,215,1
15071,合计,215,4799
15072,密苑（张家口）旅游胜地有限公司密苑太子酒店分公司,2,426
15073,廊坊国际饭店有限公司,2,368
15074,张家口国际大酒店,2,232
15075,林海商务酒店,2,215
15076,安审廊坊国际饭店有限公司,2,192
15077,安审张家口四海暇旅商务酒店有限公司,2,163
15078,蓝鲸大厦,2,112
15079,衡水锦尚宾馆有限公司,2,105
15080,天元名品,2,102
15081,新天地酒店,2,101
15082,海友连锁酒店,2,98
15083,格林豪泰酒店学院路店,2,97
15084,金盛万豪,2,97
15085,张家口泰合酒店管理有限责任公司,2,93
15086,红旗楼驿家365宾馆,2,91
15087,怀来矿建物业服务有限公司,2,84
15088,安审张家口市桥东区鱼儿山健足会馆,2,78
15089,正通快捷宾馆,2,75
15090,博奥酒店,2,71
15091,怀来悦庭酒店管理有限公司,2,67
15092,健二足足疗馆,2,66
15093,百斯特商务公寓酒店,2,65
15094,怀来皓轩酒店有限公司,2,64
15095,安审张家口百尚酒店有限公司,2,58
15096,唐山足球酒店,2,56
15097,安审张家口市好时尚快捷宾馆,2,55
15098,保定仁润脑血管病医院,2,55
15099,安审怀安县缘梦圆宾馆有限公司,2,52
15100,佳亿商务酒店,2,52
15101,故城驿家365,2,51
15102,安审中元路泰建设工程有限公司,2,50
15103,奥凯假日酒店,2,50
15104,安审经济开发区沙滩红楼饭店,2,48
15105,怀来县聚缘快捷酒店,2,47
15106,安审明湖冰雪主题酒店,2,46
15107,安审张家口市冠榕商务酒店有限责任公司,2,44
15108,汉庭承德避暑山庄酒店,2,44
15109,全季张家口火车站酒店,2,40
15110,安审经济开发区海纳商务宾馆,2,39
15111,顺和宾馆,2,37
15112,安审张家口奈斯酒店管理有限公司,2,34
15113,同泰宾馆,2,34
15114,绅度国际养生会所,2,32
15115,安审宣化区龙驿宾馆,2,31
15116,张家口铁路园丰园商贸公司,2,31
15117,安审怀安县柴沟堡镇文明宾馆,2,29
15118,武安市青少年宫,2,29
15119,金科花卉宾馆,2,26
15120,胜光酒店,2,26
15121,博然商务宾馆,2,25
15122,康保县康远假日快捷酒店,2,24
15123,唐山宴文旅酒店,2,24
15124,强健足浴阁,2,23
15125,橙子快捷宾馆,2,22
15126,嘉宁商务主题宾馆,2,22
15127,尚客思宾馆,2,19
15128,馨悦快捷宾馆,2,19
15129,安康医院,2,17
15130,安审经济开发区荷塘月色宾馆,2,17
15131,河北大夏天,2,16
15132,安审张家口市桥东区中徽旅馆,2,14
15133,五洲皇冠酒店,2,14
15134,京汉雅阁酒店,2,13
15135,竹雅快捷酒店,2,13
15136,保定华仁皮肤病医院,2,11
15137,海小姐3,2,8
15138,开滦宾馆,2,8
15139,安审张家口好望角酒店管理有限公司经开区二部,2,7
15140,华誉酒店,2,7
15141,河北电信省公司,2,4
15142,美的1738宿舍,2,4
15143,青园南展厅,2,4
15144,唐山南湖足球酒店有限公司,2,4
15145,百悦酒店管理固安有限公司,2,3
15146,电信公司5楼515,2,3
15147,丰南小赵开锁,2,3
15148,荣园文化主题商务酒店,2,3
15149,丰润宾馆,2,2
15150,剑南快捷宾馆,2,2
15151,京顺宾馆,2,2
15152,廊坊电信安次区分公司,2,2
15153,玛沁县盛大手机卖场专卖店,2,2
15154,欧韵宾馆,2,2
15155,人生富足,2,2
15156,唐县电商服务中心,2,2
15157,钻石南路尚客思宾馆,2,2
15158,1520,2,1
15159,2208,2,1
15160,5368,2,1
15161,6688,2,1
15162,8409,2,1
15163,15225,2,1
15164,22333,2,1
15165,23423,2,1
15166,63435,2,1
15167,125869,2,1
15168,4588722,2,1
15169,8858885,2,1
15170,64646999,2,1
15171,66666666,2,1
15172,147258369,2,1
15173,468834676,2,1
15174,1246996367,2,1
15175,1472583690,2,1
15176,15765003936,2,1
15177,81376517617,2,1
15178,---,2,1
15179,........,2,1
15180,@@@!!!,2,1
15181,@17733061562,2,1
15182,11-1110，,2,1
15183,11号宿舍305,2,1
15184,12-2-501,2,1
15185,1234basonwio,2,1
15186,123给您看,2,1
15187,12旅途,2,1
15188,1718专用WIFI,2,1
15189,21楼,2,1
15190,2层210室,2,1
15191,304hg,2,1
15192,4648544FAEC20,2,1
15193,8-644,2,1
15194,abcdef.,2,1
15195,abcjbx,2,1
15196,bfh,2,1
15197,ceshi,2,1
15198,chinaNet-2dXr,2,1
15199,ChinaNet-305,2,1
15200,ChinaNet-519,2,1
15201,enemy,2,1
15202,fjfhvhy,2,1
15203,Fu1234,2,1
15204,GPON宽带融合终端,2,1
15205,hbsx,2,1
15206,hdjeb,2,1
15207,hype移民,2,1
15208,ip156214254503,2,1
15209,jdjjdjdk,2,1
15210,OYO石家庄北站,2,1
15211,Xlb,2,1
15212,Yg302,2,1
15213,z9中公,2,1
15214,zzzz,2,1
15215,阿尔卡迪亚滨海度假酒店,2,1
15216,阿狸智能酒店,2,1
15217,阿狸智能快捷酒店,2,1
15218,阿里巴巴拉卡拉,2,1
15219,阿森小店,2,1
15220,啊啊刚回家看见,2,1
15221,艾力卡木,2,1
15222,爱WI-FI,2,1
15223,爱猫,2,1
15224,爱翼家乐凯北大街专营店,2,1
15225,安次区医院,2,1
15226,安审邯郸市阿狸智能酒店,2,1
15227,安审天诚五金机电,2,1
15228,白沟测试,2,1
15229,白石山舍,2,1
